grid_id,material_id,medium_id,base_volume_m3,bulk_density_base_kg_m3,target_mass_fraction,target_mass_kg,matrix_mass_kg,property_evidence_state,run_gate
BMG-01556,MAT-DY,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,mineral host and assay required
BMG-01557,MAT-DY,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,mineral host and assay required
BMG-01558,MAT-DY,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,mineral host and assay required
BMG-01559,MAT-DY,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,mineral host and assay required
BMG-01560,MAT-DY,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,mineral host and assay required
BMG-01561,MAT-DY,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,mineral host and assay required
BMG-01562,MAT-DY,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,mineral host and assay required
BMG-01563,MAT-DY,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,mineral host and assay required
BMG-01564,MAT-DY,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,mineral host and assay required
BMG-01565,MAT-DY,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,mineral host and assay required
BMG-01566,MAT-DY,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,mineral host and assay required
BMG-01567,MAT-DY,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,mineral host and assay required
BMG-01568,MAT-DY,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,mineral host and assay required
BMG-01569,MAT-DY,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,mineral host and assay required
BMG-01570,MAT-DY,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,mineral host and assay required
BMG-01571,MAT-DY,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,mineral host and assay required
BMG-01572,MAT-DY,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,mineral host and assay required
BMG-01573,MAT-DY,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,mineral host and assay required
BMG-01574,MAT-DY,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,mineral host and assay required
BMG-01575,MAT-DY,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,mineral host and assay required
BMG-01576,MAT-DY,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,mineral host and assay required
BMG-01577,MAT-DY,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,mineral host and assay required
BMG-01578,MAT-DY,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,mineral host and assay required
BMG-01579,MAT-DY,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,mineral host and assay required
BMG-01580,MAT-DY,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,mineral host and assay required
BMG-01581,MAT-DY,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,mineral host and assay required
BMG-01582,MAT-DY,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,mineral host and assay required
BMG-01583,MAT-DY,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,mineral host and assay required
BMG-01584,MAT-DY,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,mineral host and assay required
BMG-01585,MAT-DY,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,mineral host and assay required
BMG-01586,MAT-DY,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,mineral host and assay required
BMG-01587,MAT-DY,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,mineral host and assay required
BMG-01588,MAT-DY,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,mineral host and assay required
BMG-01589,MAT-DY,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,mineral host and assay required
BMG-01590,MAT-DY,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,mineral host and assay required
BMG-01591,MAT-DY,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,mineral host and assay required
BMG-01592,MAT-DY,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,mineral host and assay required
BMG-01593,MAT-DY,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,mineral host and assay required
BMG-01594,MAT-DY,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,mineral host and assay required
BMG-01595,MAT-DY,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,mineral host and assay required
BMG-01596,MAT-DY,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,mineral host and assay required
BMG-01597,MAT-DY,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,mineral host and assay required
BMG-01598,MAT-DY,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,mineral host and assay required
BMG-01599,MAT-DY,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,mineral host and assay required
BMG-01600,MAT-DY,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,mineral host and assay required
BMG-01601,MAT-DY,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,mineral host and assay required
BMG-01602,MAT-DY,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,mineral host and assay required
BMG-01603,MAT-DY,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,mineral host and assay required
BMG-01604,MAT-DY,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,mineral host and assay required
BMG-01605,MAT-DY,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,mineral host and assay required
BMG-01606,MAT-DY,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,mineral host and assay required
BMG-01607,MAT-DY,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,mineral host and assay required
BMG-01608,MAT-DY,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,mineral host and assay required
BMG-01609,MAT-DY,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,mineral host and assay required
BMG-01610,MAT-DY,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,mineral host and assay required
BMG-01611,MAT-TB,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,mineral host and assay required
BMG-01612,MAT-TB,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,mineral host and assay required
BMG-01613,MAT-TB,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,mineral host and assay required
BMG-01614,MAT-TB,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,mineral host and assay required
BMG-01615,MAT-TB,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,mineral host and assay required
BMG-01616,MAT-TB,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,mineral host and assay required
BMG-01617,MAT-TB,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,mineral host and assay required
BMG-01618,MAT-TB,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,mineral host and assay required
BMG-01619,MAT-TB,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,mineral host and assay required
BMG-01620,MAT-TB,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,mineral host and assay required
BMG-01621,MAT-TB,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,mineral host and assay required
BMG-01622,MAT-TB,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,mineral host and assay required
BMG-01623,MAT-TB,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,mineral host and assay required
BMG-01624,MAT-TB,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,mineral host and assay required
BMG-01625,MAT-TB,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,mineral host and assay required
BMG-01626,MAT-TB,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,mineral host and assay required
BMG-01627,MAT-TB,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,mineral host and assay required
BMG-01628,MAT-TB,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,mineral host and assay required
BMG-01629,MAT-TB,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,mineral host and assay required
BMG-01630,MAT-TB,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,mineral host and assay required
BMG-01631,MAT-TB,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,mineral host and assay required
BMG-01632,MAT-TB,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,mineral host and assay required
BMG-01633,MAT-TB,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,mineral host and assay required
BMG-01634,MAT-TB,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,mineral host and assay required
BMG-01635,MAT-TB,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,mineral host and assay required
BMG-01636,MAT-TB,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,mineral host and assay required
BMG-01637,MAT-TB,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,mineral host and assay required
BMG-01638,MAT-TB,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,mineral host and assay required
BMG-01639,MAT-TB,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,mineral host and assay required
BMG-01640,MAT-TB,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,mineral host and assay required
BMG-01641,MAT-TB,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,mineral host and assay required
BMG-01642,MAT-TB,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,mineral host and assay required
BMG-01643,MAT-TB,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,mineral host and assay required
BMG-01644,MAT-TB,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,mineral host and assay required
BMG-01645,MAT-TB,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,mineral host and assay required
BMG-01646,MAT-TB,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,mineral host and assay required
BMG-01647,MAT-TB,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,mineral host and assay required
BMG-01648,MAT-TB,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,mineral host and assay required
BMG-01649,MAT-TB,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,mineral host and assay required
BMG-01650,MAT-TB,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,mineral host and assay required
BMG-01651,MAT-TB,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,mineral host and assay required
BMG-01652,MAT-TB,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,mineral host and assay required
BMG-01653,MAT-TB,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,mineral host and assay required
BMG-01654,MAT-TB,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,mineral host and assay required
BMG-01655,MAT-TB,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,mineral host and assay required
BMG-01656,MAT-TB,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,mineral host and assay required
BMG-01657,MAT-TB,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,mineral host and assay required
BMG-01658,MAT-TB,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,mineral host and assay required
BMG-01659,MAT-TB,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,mineral host and assay required
BMG-01660,MAT-TB,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,mineral host and assay required
BMG-01661,MAT-TB,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,mineral host and assay required
BMG-01662,MAT-TB,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,mineral host and assay required
BMG-01663,MAT-TB,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,mineral host and assay required
BMG-01664,MAT-TB,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,mineral host and assay required
BMG-01665,MAT-TB,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,mineral host and assay required
BMG-01666,MAT-TB,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,mineral host and assay required
BMG-01667,MAT-TB,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,mineral host and assay required
BMG-01668,MAT-TB,MED-GLS,0.001,1550,0.005,0.00775,1.54225,reference_density_screening_properties,mineral host and assay required
BMG-01669,MAT-TB,MED-GLS,0.001,1550,0.01,0.0155,1.5345,reference_density_screening_properties,mineral host and assay required
BMG-01670,MAT-TB,MED-GLS,0.001,1550,0.05,0.0775,1.4725,reference_density_screening_properties,mineral host and assay required
BMG-01671,MAT-TB,MED-GLS,0.001,1550,0.1,0.155,1.395,reference_density_screening_properties,mineral host and assay required
BMG-01672,MAT-TB,MED-GLS,0.001,1550,0.25,0.3875,1.1625,reference_density_screening_properties,mineral host and assay required
BMG-01673,MAT-TB,MED-GLS,0.001,1550,0.5,0.775,0.775,reference_density_screening_properties,mineral host and assay required
BMG-01674,MAT-TB,MED-ICY,0.001,900,0.001,0.0009,0.8991,reference_density_screening_properties,mineral host and assay required
BMG-01675,MAT-TB,MED-ICY,0.001,900,0.005,0.0045,0.8955,reference_density_screening_properties,mineral host and assay required
BMG-01676,MAT-TB,MED-ICY,0.001,900,0.01,0.009,0.891,reference_density_screening_properties,mineral host and assay required
BMG-01677,MAT-TB,MED-ICY,0.001,900,0.05,0.045,0.855,reference_density_screening_properties,mineral host and assay required
BMG-01678,MAT-TB,MED-ICY,0.001,900,0.1,0.09,0.81,reference_density_screening_properties,mineral host and assay required
BMG-01679,MAT-TB,MED-ICY,0.001,900,0.25,0.225,0.675,reference_density_screening_properties,mineral host and assay required
BMG-01680,MAT-TB,MED-ICY,0.001,900,0.5,0.45,0.45,reference_density_screening_properties,mineral host and assay required
BMG-01681,PHA-FENI,MED-GRV,0.001,1600,0.001,0.0016,1.5984,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01682,PHA-FENI,MED-GRV,0.001,1600,0.005,0.008,1.592,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01683,PHA-FENI,MED-GRV,0.001,1600,0.01,0.016,1.584,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01684,PHA-FENI,MED-GRV,0.001,1600,0.05,0.08,1.52,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01685,PHA-FENI,MED-GRV,0.001,1600,0.1,0.16,1.44,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01686,PHA-FENI,MED-GRV,0.001,1600,0.25,0.4,1.2,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01687,PHA-FENI,MED-GRV,0.001,1600,0.5,0.8,0.8,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01688,PHA-FENI,MED-SND,0.001,1650,0.001,0.00165,1.64835,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01689,PHA-FENI,MED-SND,0.001,1650,0.005,0.00825,1.64175,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01690,PHA-FENI,MED-SND,0.001,1650,0.01,0.0165,1.6335,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01691,PHA-FENI,MED-SND,0.001,1650,0.05,0.0825,1.5675,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01692,PHA-FENI,MED-SND,0.001,1650,0.1,0.165,1.485,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01693,PHA-FENI,MED-SND,0.001,1650,0.25,0.4125,1.2375,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01694,PHA-FENI,MED-SND,0.001,1650,0.5,0.825,0.825,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01695,PHA-FENI,MED-CLY,0.001,1800,0.001,0.0018,1.7982,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01696,PHA-FENI,MED-CLY,0.001,1800,0.005,0.009,1.791,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01697,PHA-FENI,MED-CLY,0.001,1800,0.01,0.018,1.782,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01698,PHA-FENI,MED-CLY,0.001,1800,0.05,0.09,1.71,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01699,PHA-FENI,MED-CLY,0.001,1800,0.1,0.18,1.62,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01700,PHA-FENI,MED-CLY,0.001,1800,0.25,0.45,1.35,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01701,PHA-FENI,MED-CLY,0.001,1800,0.5,0.9,0.9,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01702,PHA-FENI,MED-BCL,0.001,1900,0.001,0.0019,1.8981,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01703,PHA-FENI,MED-BCL,0.001,1900,0.005,0.0095,1.8905,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01704,PHA-FENI,MED-BCL,0.001,1900,0.01,0.019,1.881,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01705,PHA-FENI,MED-BCL,0.001,1900,0.05,0.095,1.805,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01706,PHA-FENI,MED-BCL,0.001,1900,0.1,0.19,1.71,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01707,PHA-FENI,MED-BCL,0.001,1900,0.25,0.475,1.425,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01708,PHA-FENI,MED-BCL,0.001,1900,0.5,0.95,0.95,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01709,PHA-FENI,MED-BAS,0.001,1700,0.001,0.0017,1.6983,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01710,PHA-FENI,MED-BAS,0.001,1700,0.005,0.0085,1.6915,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01711,PHA-FENI,MED-BAS,0.001,1700,0.01,0.017,1.683,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01712,PHA-FENI,MED-BAS,0.001,1700,0.05,0.085,1.615,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01713,PHA-FENI,MED-BAS,0.001,1700,0.1,0.17,1.53,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01714,PHA-FENI,MED-BAS,0.001,1700,0.25,0.425,1.275,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01715,PHA-FENI,MED-BAS,0.001,1700,0.5,0.85,0.85,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01716,PHA-FENI,MED-CAR,0.001,1300,0.001,0.0013,1.2987,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01717,PHA-FENI,MED-CAR,0.001,1300,0.005,0.0065,1.2935,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01718,PHA-FENI,MED-CAR,0.001,1300,0.01,0.013,1.287,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01719,PHA-FENI,MED-CAR,0.001,1300,0.05,0.065,1.235,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01720,PHA-FENI,MED-CAR,0.001,1300,0.1,0.13,1.17,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01721,PHA-FENI,MED-CAR,0.001,1300,0.25,0.325,0.975,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01722,PHA-FENI,MED-CAR,0.001,1300,0.5,0.65,0.65,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01723,PHA-FENI,MED-MET,0.001,2300,0.001,0.0023,2.2977,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01724,PHA-FENI,MED-MET,0.001,2300,0.005,0.0115,2.2885,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01725,PHA-FENI,MED-MET,0.001,2300,0.01,0.023,2.277,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01726,PHA-FENI,MED-MET,0.001,2300,0.05,0.115,2.185,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01727,PHA-FENI,MED-MET,0.001,2300,0.1,0.23,2.07,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01728,PHA-FENI,MED-MET,0.001,2300,0.25,0.575,1.725,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01729,PHA-FENI,MED-MET,0.001,2300,0.5,1.15,1.15,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01730,PHA-FENI,MED-ANT,0.001,1500,0.001,0.0015,1.4985,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01731,PHA-FENI,MED-ANT,0.001,1500,0.005,0.0075,1.4925,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01732,PHA-FENI,MED-ANT,0.001,1500,0.01,0.015,1.485,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01733,PHA-FENI,MED-ANT,0.001,1500,0.05,0.075,1.425,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01734,PHA-FENI,MED-ANT,0.001,1500,0.1,0.15,1.35,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01735,PHA-FENI,MED-ANT,0.001,1500,0.25,0.375,1.125,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01736,PHA-FENI,MED-ANT,0.001,1500,0.5,0.75,0.75,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01737,PHA-FENI,MED-GLS,0.001,1550,0.001,0.00155,1.54845,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01738,PHA-FENI,MED-GLS,0.001,1550,0.005,0.00775,1.54225,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01739,PHA-FENI,MED-GLS,0.001,1550,0.01,0.0155,1.5345,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01740,PHA-FENI,MED-GLS,0.001,1550,0.05,0.0775,1.4725,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01741,PHA-FENI,MED-GLS,0.001,1550,0.1,0.155,1.395,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01742,PHA-FENI,MED-GLS,0.001,1550,0.25,0.3875,1.1625,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01743,PHA-FENI,MED-GLS,0.001,1550,0.5,0.775,0.775,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01744,PHA-FENI,MED-ICY,0.001,900,0.001,0.0009,0.8991,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01745,PHA-FENI,MED-ICY,0.001,900,0.005,0.0045,0.8955,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01746,PHA-FENI,MED-ICY,0.001,900,0.01,0.009,0.891,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01747,PHA-FENI,MED-ICY,0.001,900,0.05,0.045,0.855,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01748,PHA-FENI,MED-ICY,0.001,900,0.1,0.09,0.81,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01749,PHA-FENI,MED-ICY,0.001,900,0.25,0.225,0.675,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01750,PHA-FENI,MED-ICY,0.001,900,0.5,0.45,0.45,engineering_screening_range,"alloy composition, grain state and hysteresis required"
BMG-01751,PHA-MAG,MED-GRV,0.001,1600,0.001,0.0016,1.5984,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01752,PHA-MAG,MED-GRV,0.001,1600,0.005,0.008,1.592,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01753,PHA-MAG,MED-GRV,0.001,1600,0.01,0.016,1.584,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01754,PHA-MAG,MED-GRV,0.001,1600,0.05,0.08,1.52,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01755,PHA-MAG,MED-GRV,0.001,1600,0.1,0.16,1.44,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01756,PHA-MAG,MED-GRV,0.001,1600,0.25,0.4,1.2,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01757,PHA-MAG,MED-GRV,0.001,1600,0.5,0.8,0.8,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01758,PHA-MAG,MED-SND,0.001,1650,0.001,0.00165,1.64835,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01759,PHA-MAG,MED-SND,0.001,1650,0.005,0.00825,1.64175,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01760,PHA-MAG,MED-SND,0.001,1650,0.01,0.0165,1.6335,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01761,PHA-MAG,MED-SND,0.001,1650,0.05,0.0825,1.5675,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01762,PHA-MAG,MED-SND,0.001,1650,0.1,0.165,1.485,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01763,PHA-MAG,MED-SND,0.001,1650,0.25,0.4125,1.2375,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01764,PHA-MAG,MED-SND,0.001,1650,0.5,0.825,0.825,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01765,PHA-MAG,MED-CLY,0.001,1800,0.001,0.0018,1.7982,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01766,PHA-MAG,MED-CLY,0.001,1800,0.005,0.009,1.791,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01767,PHA-MAG,MED-CLY,0.001,1800,0.01,0.018,1.782,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01768,PHA-MAG,MED-CLY,0.001,1800,0.05,0.09,1.71,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01769,PHA-MAG,MED-CLY,0.001,1800,0.1,0.18,1.62,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01770,PHA-MAG,MED-CLY,0.001,1800,0.25,0.45,1.35,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01771,PHA-MAG,MED-CLY,0.001,1800,0.5,0.9,0.9,phase_reference_screening,"measure grade, grain size and magnetic curve"
BMG-01772,PHA-MAG,MED-BCL,0.001,1900,0.001,0.0019,1.8981,phase_reference_screening,"measure grade, grain size and magnetic curve"
